text;topic;predicted;extra;not_predicted
259;образование;происшествия;происшествия;образование
6580;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
1956;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
1113;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
4108;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
10899;строительство и архитектура,строительство;строительство,строительство и архитектура;;
5335;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
5417;здоровье и медицина,политика и общественная жизнь;наука и технологии;наука и технологии;здоровье и медицина,политика и общественная жизнь
1922;администрация и управление;администрация и управление,право;право;
8690;наука и технологии;строительство,строительство и архитектура;строительство,строительство и архитектура;наука и технологии
11127;сельское хозяйство,политика и общественная жизнь;бизнес, коммерция, экономика, финансы;бизнес, коммерция, экономика, финансы;сельское хозяйство,политика и общественная жизнь
4217;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
7576;частная жизнь;строительство,строительство и архитектура;строительство,строительство и архитектура;частная жизнь
6372;политика и общественная жизнь;политика и общественная жизнь;;
7833;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
10172;политика и общественная жизнь;экономика;экономика;политика и общественная жизнь
2875;сельское хозяйство;происшествия;происшествия;сельское хозяйство
7671;политика и общественная жизнь;политика и общественная жизнь;;
7533;политика и общественная жизнь;политика и общественная жизнь;;
2176;криминал;происшествия;происшествия;криминал
4084;образование;политика и общественная жизнь;политика и общественная жизнь;образование
2888;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
6169;экономика,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление;администрация и управление;экономика,бизнес,бизнес, коммерция, экономика, финансы
7891;искусство и культура;администрация и управление;администрация и управление;искусство и культура
3083;транспорт,спорт;администрация и управление;администрация и управление;транспорт,спорт
4557;политика и общественная жизнь;администрация и управление;администрация и управление;политика и общественная жизнь
7739;политика и общественная жизнь;политика и общественная жизнь;;
2110;экономика,бизнес,бизнес, коммерция, экономика, финансы;строительство и архитектура;строительство и архитектура;экономика,бизнес,бизнес, коммерция, экономика, финансы
9689;энергетика;энергетика;;
2376;политика и общественная жизнь;политика и общественная жизнь;;
262;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
9126;производство;производство;;
3229;политика и общественная жизнь;политика и общественная жизнь;;
10024;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
4207;транспорт,спорт;транспорт,спорт;;
1554;сельское хозяйство,политика и общественная жизнь;политика и общественная жизнь;;сельское хозяйство
8362;образование;политика и общественная жизнь;политика и общественная жизнь;образование
9712;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
9312;дом и домашнее хозяйство;дом и домашнее хозяйство;;
5232;здоровье и медицина;здоровье и медицина;;
4946;политика и общественная жизнь;бизнес, коммерция, экономика, финансы;бизнес, коммерция, экономика, финансы;политика и общественная жизнь
8810;производство;бизнес,экономика,бизнес, коммерция, экономика, финансы;экономика,бизнес,бизнес, коммерция, экономика, финансы;производство
9982;экономика,криминал,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы,криминал
10643;частная жизнь,политика и общественная жизнь;частная жизнь;;политика и общественная жизнь
11618;производство;политика и общественная жизнь;политика и общественная жизнь;производство
1499;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
2351;политика и общественная жизнь;политика и общественная жизнь;;
9251;транспорт,история,наука и технологии,спорт;история;;транспорт,спорт,наука и технологии
9933;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
5793;экология;спорт;спорт;экология
3954;право,экономика,бизнес,бизнес, коммерция, экономика, финансы,политика и общественная жизнь;политика и общественная жизнь,право;;экономика,бизнес,бизнес, коммерция, экономика, финансы
1016;происшествия;происшествия;;
2954;право;право;;
9303;политика и общественная жизнь;политика и общественная жизнь;;
7959;искусство и культура;администрация и управление;администрация и управление;искусство и культура
10924;политика и общественная жизнь;политика и общественная жизнь;;
4541;экономика,бизнес,бизнес, коммерция, экономика, финансы;спорт;спорт;экономика,бизнес,бизнес, коммерция, экономика, финансы
7184;здоровье и медицина;здоровье и медицина;;
9244;дом и домашнее хозяйство;дом и домашнее хозяйство;;
8045;политика и общественная жизнь;политика и общественная жизнь;;
5975;экономика,бизнес,бизнес, коммерция, экономика, финансы;спорт;спорт;экономика,бизнес,бизнес, коммерция, экономика, финансы
10663;досуг, зрелища и развлечения,искусство и культура;администрация и управление;администрация и управление;искусство и культура,досуг, зрелища и развлечения
11142;политика и общественная жизнь;политика и общественная жизнь;;
1776;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
10378;дом и домашнее хозяйство;дом и домашнее хозяйство;;
7306;политика и общественная жизнь;политика и общественная жизнь;;
4441;экономика,бизнес,бизнес, коммерция, экономика, финансы;спорт;спорт;экономика,бизнес,бизнес, коммерция, экономика, финансы
9361;искусство и культура;армия и вооруженные конфликты;армия и вооруженные конфликты;искусство и культура
11699;политика и общественная жизнь;политика и общественная жизнь;;
1080;спорт;политика и общественная жизнь;политика и общественная жизнь;спорт
4432;политика и общественная жизнь;политика и общественная жизнь;;
6340;политика и общественная жизнь;право;право;политика и общественная жизнь
7993;строительство и архитектура,строительство;политика и общественная жизнь;политика и общественная жизнь;строительство,строительство и архитектура
10564;дом и домашнее хозяйство;политика и общественная жизнь;политика и общественная жизнь;дом и домашнее хозяйство
7699;здоровье и медицина,политика и общественная жизнь;политика и общественная жизнь;;здоровье и медицина
1226;спорт;администрация и управление;администрация и управление;спорт
10571;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
10506;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
6498;строительство и архитектура,строительство;строительство,строительство и архитектура;;
8950;досуг, зрелища и развлечения;частная жизнь;частная жизнь;досуг, зрелища и развлечения
7692;строительство и архитектура,строительство;строительство,строительство и архитектура;;
4522;политика и общественная жизнь;политика и общественная жизнь;;
4648;досуг, зрелища и развлечения;спорт;спорт;досуг, зрелища и развлечения
10860;администрация и управление,экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;администрация и управление,экономика,бизнес,бизнес, коммерция, экономика, финансы
4476;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь,право;политика и общественная жизнь,право;экономика,бизнес,бизнес, коммерция, экономика, финансы
20;экономика,досуг, зрелища и развлечения,бизнес,бизнес, коммерция, экономика, финансы;здоровье и медицина;здоровье и медицина;экономика,бизнес,досуг, зрелища и развлечения,бизнес, коммерция, экономика, финансы
9150;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
6273;политика и общественная жизнь;искусство и культура;искусство и культура;политика и общественная жизнь
7759;здоровье и медицина,политика и общественная жизнь;политика и общественная жизнь;;здоровье и медицина
2619;частная жизнь;частная жизнь;;
8577;досуг, зрелища и развлечения;частная жизнь;частная жизнь;досуг, зрелища и развлечения
10526;спорт;спорт;;
5445;политика и общественная жизнь;политика и общественная жизнь;;
522;дом и домашнее хозяйство;искусство и культура;искусство и культура;дом и домашнее хозяйство
7398;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
11288;путешествия;политика и общественная жизнь;политика и общественная жизнь;путешествия
7168;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
2416;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
7517;право,частная жизнь;политика и общественная жизнь;политика и общественная жизнь;право,частная жизнь
3996;религия;политика и общественная жизнь,энергетика;энергетика,политика и общественная жизнь;религия
5009;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
6811;досуг, зрелища и развлечения;администрация и управление;администрация и управление;досуг, зрелища и развлечения
3613;здоровье и медицина;дом и домашнее хозяйство;дом и домашнее хозяйство;здоровье и медицина
7314;политика и общественная жизнь;бизнес, коммерция, экономика, финансы;бизнес, коммерция, экономика, финансы;политика и общественная жизнь
629;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
3870;политика и общественная жизнь;политика и общественная жизнь;;
5219;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
5145;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
10800;политика и общественная жизнь;информатика;информатика;политика и общественная жизнь
872;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
10533;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
6588;частная жизнь;здоровье и медицина;здоровье и медицина;частная жизнь
3164;транспорт,политика и общественная жизнь,спорт;политика и общественная жизнь;;транспорт,спорт
3573;политика и общественная жизнь;дом и домашнее хозяйство;дом и домашнее хозяйство;политика и общественная жизнь
1128;политика и общественная жизнь;политика и общественная жизнь;;
11018;строительство и архитектура,строительство;строительство,строительство и архитектура;;
133;природа,лесное хозяйство;частная жизнь;частная жизнь;лесное хозяйство,природа
10625;искусство и культура;искусство и культура;;
5195;экология;политика и общественная жизнь;политика и общественная жизнь;экология
11070;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
6796;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
11586;производство;политика и общественная жизнь;политика и общественная жизнь;производство
8515;политика и общественная жизнь;политика и общественная жизнь;;
5707;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
8289;политика и общественная жизнь;политика и общественная жизнь;;
4949;политика и общественная жизнь;политика и общественная жизнь;;
5963;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
1168;криминал;бизнес;бизнес;криминал
9006;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
11764;частная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы;экономика,бизнес,бизнес, коммерция, экономика, финансы;частная жизнь
10091;строительство и архитектура,строительство;строительство,строительство и архитектура;;
9801;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
5659;строительство и архитектура,строительство;строительство;;строительство и архитектура
7211;право,политика и общественная жизнь;политика и общественная жизнь,право;;
261;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
862;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
8126;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
5251;досуг, зрелища и развлечения;производство;производство;досуг, зрелища и развлечения
10424;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
4804;администрация и управление;администрация и управление;;
4214;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
10276;искусство и культура;искусство и культура;;
4312;политика и общественная жизнь;администрация и управление;администрация и управление;политика и общественная жизнь
2068;транспорт,политика и общественная жизнь,спорт;политика и общественная жизнь;;транспорт,спорт
5544;политика и общественная жизнь;политика и общественная жизнь;;
3286;образование,политика и общественная жизнь;политика и общественная жизнь;;образование
11169;политика и общественная жизнь;политика и общественная жизнь;;
9074;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
6621;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
8776;администрация и управление,сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;администрация и управление,сельское хозяйство
5164;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
1599;экономика,бизнес,бизнес, коммерция, экономика, финансы,политика и общественная жизнь;политика и общественная жизнь;;экономика,бизнес,бизнес, коммерция, экономика, финансы
379;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
3373;экономика,бизнес,бизнес, коммерция, экономика, финансы;криминал;криминал;экономика,бизнес,бизнес, коммерция, экономика, финансы
7402;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
457;политика и общественная жизнь;политика и общественная жизнь;;
9985;политика и общественная жизнь;политика и общественная жизнь;;
3965;политика и общественная жизнь;политика и общественная жизнь;;
286;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
6957;политика и общественная жизнь;спорт;спорт;политика и общественная жизнь
1104;происшествия;наука и технологии;наука и технологии;происшествия
9158;образование,политика и общественная жизнь;политика и общественная жизнь;;образование
8191;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
7298;наука и технологии;строительство,строительство и архитектура;строительство,строительство и архитектура;наука и технологии
8583;производство;бизнес,экономика,бизнес, коммерция, экономика, финансы;экономика,бизнес,бизнес, коммерция, экономика, финансы;производство
3779;образование;политика и общественная жизнь;политика и общественная жизнь;образование
9918;досуг, зрелища и развлечения;досуг, зрелища и развлечения;;
3811;производство;бизнес;бизнес;производство
4447;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
3319;история,армия и вооруженные конфликты;администрация и управление;администрация и управление;армия и вооруженные конфликты,история
1639;политика и общественная жизнь;политика и общественная жизнь;;
6015;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес;;экономика,бизнес, коммерция, экономика, финансы
11525;политика и общественная жизнь;политика и общественная жизнь;;
10803;политика и общественная жизнь;политика и общественная жизнь;;
10484;строительство и архитектура,строительство;строительство,строительство и архитектура;;
8713;производство;бизнес;бизнес;производство
11483;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
9054;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
455;политика и общественная жизнь;политика и общественная жизнь;;
5753;сельское хозяйство,образование;здоровье и медицина;здоровье и медицина;сельское хозяйство,образование
4819;политика и общественная жизнь;политика и общественная жизнь;;
2246;происшествия;политика и общественная жизнь;политика и общественная жизнь;происшествия
9900;искусство и культура;политика и общественная жизнь;политика и общественная жизнь;искусство и культура
1465;политика и общественная жизнь;политика и общественная жизнь;;
4538;политика и общественная жизнь;политика и общественная жизнь;;
4123;искусство и культура;досуг, зрелища и развлечения;досуг, зрелища и развлечения;искусство и культура
1796;криминал;происшествия;происшествия;криминал
5265;дом и домашнее хозяйство;дом и домашнее хозяйство;;
9217;политика и общественная жизнь;частная жизнь;частная жизнь;политика и общественная жизнь
745;транспорт,спорт;транспорт;;спорт
1195;политика и общественная жизнь;политика и общественная жизнь;;
43;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
10202;политика и общественная жизнь;политика и общественная жизнь;;
5170;образование;политика и общественная жизнь;политика и общественная жизнь;образование
6225;экономика,бизнес,бизнес, коммерция, экономика, финансы;криминал;криминал;экономика,бизнес,бизнес, коммерция, экономика, финансы
10467;политика и общественная жизнь;администрация и управление;администрация и управление;политика и общественная жизнь
8260;экономика,производство,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,производство,бизнес,бизнес, коммерция, экономика, финансы
589;политика и общественная жизнь;политика и общественная жизнь;;
8406;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,бизнес,бизнес, коммерция, экономика, финансы
5536;досуг, зрелища и развлечения,образование;политика и общественная жизнь;политика и общественная жизнь;образование,досуг, зрелища и развлечения
9371;право;право;;
11722;политика и общественная жизнь;частная жизнь;частная жизнь;политика и общественная жизнь
9021;политика и общественная жизнь;политика и общественная жизнь;;
8022;наука и технологии;строительство,строительство и архитектура;строительство,строительство и архитектура;наука и технологии
1248;армия и вооруженные конфликты,политика и общественная жизнь;политика и общественная жизнь;;армия и вооруженные конфликты
2684;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
4159;политика и общественная жизнь;политика и общественная жизнь;;
11246;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
3169;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
10335;здоровье и медицина,политика и общественная жизнь;политика и общественная жизнь;;здоровье и медицина
8684;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь
11653;частная жизнь;частная жизнь;;
6042;экономика,бизнес,бизнес, коммерция, экономика, финансы;искусство и культура;искусство и культура;экономика,бизнес,бизнес, коммерция, экономика, финансы
5661;криминал;экономика,бизнес, коммерция, экономика, финансы;экономика,бизнес, коммерция, экономика, финансы;криминал
4961;образование,политика и общественная жизнь;политика и общественная жизнь;;образование
4851;образование;администрация и управление;администрация и управление;образование
10675;администрация и управление,политика и общественная жизнь;администрация и управление;;политика и общественная жизнь
1602;дом и домашнее хозяйство;дом и домашнее хозяйство;;
7364;образование;политика и общественная жизнь;политика и общественная жизнь;образование
7353;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
5418;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
5772;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
5738;политика и общественная жизнь;политика и общественная жизнь;;
5954;строительство и архитектура,строительство;политика и общественная жизнь;политика и общественная жизнь;строительство,строительство и архитектура
9002;политика и общественная жизнь;политика и общественная жизнь;;
5525;администрация и управление,экономика,криминал,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление;;экономика,бизнес,бизнес, коммерция, экономика, финансы,криминал
2856;строительство и архитектура,строительство;строительство,строительство и архитектура;;
9363;производство;бизнес,экономика;экономика,бизнес;производство
2719;криминал;криминал;;
5781;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
5880;дом и домашнее хозяйство;дом и домашнее хозяйство;;
5852;дом и домашнее хозяйство;дом и домашнее хозяйство;;
4882;сельское хозяйство;политика и общественная жизнь;политика и общественная жизнь;сельское хозяйство
1772;происшествия;происшествия;;
8807;право,политика и общественная жизнь;политика и общественная жизнь;;право
3225;администрация и управление,путешествия;администрация и управление;;путешествия
7467;спорт;политика и общественная жизнь;политика и общественная жизнь;спорт
11195;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
6422;политика и общественная жизнь;политика и общественная жизнь;;
6078;право,политика и общественная жизнь;политика и общественная жизнь;;право
10152;производство;производство;;
3963;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
761;астрология, парапсихология, эзотерика,психология;политика и общественная жизнь;политика и общественная жизнь;астрология, парапсихология, эзотерика,психология
10099;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь
6446;право,политика и общественная жизнь;политика и общественная жизнь,право;;
2972;происшествия;бизнес;бизнес;происшествия
3235;политика и общественная жизнь;политика и общественная жизнь;;
8786;природа;политика и общественная жизнь;политика и общественная жизнь;природа
6624;право,экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;экономика,право,бизнес,бизнес, коммерция, экономика, финансы
9836;спорт;армия и вооруженные конфликты;армия и вооруженные конфликты;спорт
10470;строительство и архитектура,строительство;строительство,строительство и архитектура;;
9098;производство;производство;;
719;политика и общественная жизнь;политика и общественная жизнь;;
9447;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
1684;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
5115;спорт;политика и общественная жизнь;политика и общественная жизнь;спорт
10254;администрация и управление,экономика,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление;;экономика,бизнес,бизнес, коммерция, экономика, финансы
