text;topic;predicted;extra;not_predicted
8022;наука и технологии;экономика;экономика;наука и технологии
1248;армия и вооруженные конфликты,политика и общественная жизнь;политика и общественная жизнь;;армия и вооруженные конфликты
2684;досуг, зрелища и развлечения;досуг, зрелища и развлечения;;
4159;политика и общественная жизнь;политика и общественная жизнь;;
11246;администрация и управление;администрация и управление,бизнес,экономика,политика и общественная жизнь,бизнес, коммерция, экономика, финансы;бизнес,экономика,политика и общественная жизнь,бизнес, коммерция, экономика, финансы;
3169;криминал;политика и общественная жизнь,право;политика и общественная жизнь,право;криминал
10335;здоровье и медицина,политика и общественная жизнь;здоровье и медицина;;политика и общественная жизнь
8684;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;политика и общественная жизнь
11653;частная жизнь;частная жизнь;;
6042;экономика,бизнес,бизнес, коммерция, экономика, финансы;строительство,строительство и архитектура;строительство,строительство и архитектура;бизнес,экономика,бизнес, коммерция, экономика, финансы
5661;криминал;криминал;;
4961;образование,политика и общественная жизнь;образование;;политика и общественная жизнь
4851;образование;образование;;
10675;администрация и управление,политика и общественная жизнь;политика и общественная жизнь;;администрация и управление
1602;дом и домашнее хозяйство;сельское хозяйство;сельское хозяйство;дом и домашнее хозяйство
7364;образование;политика и общественная жизнь,образование;политика и общественная жизнь;
7353;администрация и управление;сельское хозяйство;сельское хозяйство;администрация и управление
5418;администрация и управление;администрация и управление;;
5772;досуг, зрелища и развлечения;экономика,досуг, зрелища и развлечения,бизнес, коммерция, экономика, финансы;бизнес, коммерция, экономика, финансы,экономика;
5738;политика и общественная жизнь;политика и общественная жизнь;;
5954;строительство и архитектура,строительство;бизнес,экономика,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;строительство и архитектура,строительство
9002;политика и общественная жизнь;политика и общественная жизнь;;
5525;администрация и управление,экономика,криминал,бизнес,бизнес, коммерция, экономика, финансы;криминал;;бизнес,экономика,администрация и управление,бизнес, коммерция, экономика, финансы
2856;строительство и архитектура,строительство;частная жизнь;частная жизнь;строительство и архитектура,строительство
9363;производство;бизнес,экономика,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;производство
2719;криминал;криминал;;
5781;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
5880;дом и домашнее хозяйство;дом и домашнее хозяйство;;
5852;дом и домашнее хозяйство;политика и общественная жизнь;политика и общественная жизнь;дом и домашнее хозяйство
4882;сельское хозяйство;сельское хозяйство;;
1772;происшествия;происшествия;;
8807;право,политика и общественная жизнь;администрация и управление;администрация и управление;политика и общественная жизнь,право
3225;администрация и управление,путешествия;политика и общественная жизнь;политика и общественная жизнь;администрация и управление,путешествия
7467;спорт;спорт;;
11195;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
6422;политика и общественная жизнь;политика и общественная жизнь;;
6078;право,политика и общественная жизнь;политика и общественная жизнь;;право
10152;производство;наука и технологии,транспорт,спорт;спорт,транспорт,наука и технологии;производство
3963;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
761;астрология, парапсихология, эзотерика,психология;политика и общественная жизнь;политика и общественная жизнь;психология,астрология, парапсихология, эзотерика
10099;политика и общественная жизнь;политика и общественная жизнь;;
6446;право,политика и общественная жизнь;право;;политика и общественная жизнь
2972;происшествия;природа;природа;происшествия
3235;политика и общественная жизнь;экономика;экономика;политика и общественная жизнь
8786;природа;природа;;
6624;право,экономика,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление,бизнес,экономика,бизнес, коммерция, экономика, финансы;администрация и управление;право
9836;спорт;спорт;;
10470;строительство и архитектура,строительство;наука и технологии;наука и технологии;строительство и архитектура,строительство
9098;производство;производство;;
719;политика и общественная жизнь;политика и общественная жизнь;;
9447;криминал;криминал;;
1684;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
5115;спорт;спорт;;
10254;администрация и управление,экономика,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление,бизнес,экономика,бизнес, коммерция, экономика, финансы;;
1030;администрация и управление,экономика,бизнес,образование,бизнес, коммерция, экономика, финансы;администрация и управление;;бизнес,экономика,образование,бизнес, коммерция, экономика, финансы
10397;искусство и культура;искусство и культура;;
3245;искусство и культура;досуг, зрелища и развлечения;досуг, зрелища и развлечения;искусство и культура
8637;техника;строительство,строительство и архитектура;строительство,строительство и архитектура;техника
8636;сельское хозяйство;наука и технологии,сельское хозяйство;наука и технологии;
3018;образование,армия и вооруженные конфликты;армия и вооруженные конфликты;;образование
3507;происшествия;природа;природа;происшествия
1077;политика и общественная жизнь;политика и общественная жизнь;;
10563;здоровье и медицина,спорт;политика и общественная жизнь;политика и общественная жизнь;спорт,здоровье и медицина
76;здоровье и медицина;здоровье и медицина;;
10362;политика и общественная жизнь;политика и общественная жизнь;;
4446;политика и общественная жизнь;политика и общественная жизнь;;
1031;экономика,сельское хозяйство,бизнес,бизнес, коммерция, экономика, финансы;бизнес;;бизнес, коммерция, экономика, финансы,экономика,сельское хозяйство
968;экономика,бизнес,бизнес, коммерция, экономика, финансы;производство;производство;бизнес,экономика,бизнес, коммерция, экономика, финансы
3959;политика и общественная жизнь;политика и общественная жизнь;;
7970;искусство и культура;искусство и культура;;
4156;производство;политика и общественная жизнь;политика и общественная жизнь;производство
2678;политика и общественная жизнь;политика и общественная жизнь;;
558;криминал;криминал;;
8556;политика и общественная жизнь;политика и общественная жизнь;;
9925;здоровье и медицина;здоровье и медицина;;
3293;политика и общественная жизнь;спорт;спорт;политика и общественная жизнь
1414;сельское хозяйство,политика и общественная жизнь;сельское хозяйство,политика и общественная жизнь;;
5578;дом и домашнее хозяйство;дом и домашнее хозяйство;;
5545;администрация и управление;администрация и управление;;
581;политика и общественная жизнь;досуг, зрелища и развлечения;досуг, зрелища и развлечения;политика и общественная жизнь
3282;право;происшествия;происшествия;право
2831;строительство и архитектура,строительство,политика и общественная жизнь;политика и общественная жизнь;;строительство и архитектура,строительство
4833;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
9540;политика и общественная жизнь;политика и общественная жизнь;;
10971;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,криминал,политика и общественная жизнь,бизнес, коммерция, экономика, финансы;криминал,политика и общественная жизнь;
1762;строительство и архитектура,строительство;экономика;экономика;строительство и архитектура,строительство
6600;политика и общественная жизнь;политика и общественная жизнь,религия;религия;
4618;сельское хозяйство;сельское хозяйство;;
1118;происшествия;происшествия;;
703;политика и общественная жизнь;политика и общественная жизнь;;
2772;религия;религия;;
7396;здоровье и медицина;здоровье и медицина;;
1225;транспорт,спорт;транспорт,спорт;;
9379;политика и общественная жизнь;политика и общественная жизнь;;
4774;дом и домашнее хозяйство;дом и домашнее хозяйство;;
2577;здоровье и медицина;здоровье и медицина;;
5351;политика и общественная жизнь;политика и общественная жизнь;;
426;производство;политика и общественная жизнь;политика и общественная жизнь;производство
1011;политика и общественная жизнь;политика и общественная жизнь;;
1277;транспорт,спорт;спорт;;транспорт
11111;экономика,бизнес,бизнес, коммерция, экономика, финансы;экономика;;бизнес,бизнес, коммерция, экономика, финансы
2636;криминал;право;право;криминал
10287;администрация и управление,политика и общественная жизнь;администрация и управление;;политика и общественная жизнь
4126;криминал;спорт;спорт;криминал
3281;криминал;криминал;;
9396;политика и общественная жизнь;политика и общественная жизнь;;
2053;спорт;спорт;;
3156;происшествия;происшествия;;
6781;политика и общественная жизнь;политика и общественная жизнь;;
499;искусство и культура;искусство и культура,досуг, зрелища и развлечения;досуг, зрелища и развлечения;
11449;политика и общественная жизнь;политика и общественная жизнь;;
497;природа;природа;;
11568;спорт;спорт;;
8837;сельское хозяйство;дом и домашнее хозяйство,сельское хозяйство;дом и домашнее хозяйство;
2038;транспорт,происшествия,спорт;транспорт,спорт;;происшествия
1178;политика и общественная жизнь;политика и общественная жизнь;;
1946;досуг, зрелища и развлечения;искусство и культура;искусство и культура;досуг, зрелища и развлечения
1482;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы
316;транспорт,спорт;транспорт;;спорт
1720;администрация и управление;администрация и управление;;
7825;образование;политика и общественная жизнь;политика и общественная жизнь;образование
7018;досуг, зрелища и развлечения;досуг, зрелища и развлечения;;
3504;наука и технологии;наука и технологии;;
10377;экономика,бизнес,бизнес, коммерция, экономика, финансы;экология,природа;природа,экология;бизнес,экономика,бизнес, коммерция, экономика, финансы
9818;строительство и архитектура,строительство;строительство,строительство и архитектура;;
6786;администрация и управление;администрация и управление;;
11241;политика и общественная жизнь;политика и общественная жизнь;;
11315;политика и общественная жизнь;политика и общественная жизнь,транспорт;транспорт;
3032;сельское хозяйство;экономика;экономика;сельское хозяйство
4297;экология;политика и общественная жизнь;политика и общественная жизнь;экология
2914;образование;образование;;
4916;политика и общественная жизнь;политика и общественная жизнь;;
8841;экономика,бизнес,бизнес, коммерция, экономика, финансы;образование;образование;бизнес,экономика,бизнес, коммерция, экономика, финансы
10268;история,религия;история,частная жизнь,религия;частная жизнь;
4058;криминал;право;право;криминал
4502;администрация и управление;администрация и управление;;
10529;армия и вооруженные конфликты;история;история;армия и вооруженные конфликты
5571;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
5059;информатика,экономика,бизнес,бизнес, коммерция, экономика, финансы;экономика;;бизнес,информатика,бизнес, коммерция, экономика, финансы
4565;образование;досуг, зрелища и развлечения,политика и общественная жизнь,образование;политика и общественная жизнь,досуг, зрелища и развлечения;
5887;политика и общественная жизнь;администрация и управление,политика и общественная жизнь;администрация и управление;
6472;досуг, зрелища и развлечения,спорт;досуг, зрелища и развлечения,спорт;;
6716;политика и общественная жизнь;политика и общественная жизнь;;
4680;дом и домашнее хозяйство;экономика;экономика;дом и домашнее хозяйство
10588;искусство и культура;политика и общественная жизнь,частная жизнь;частная жизнь,политика и общественная жизнь;искусство и культура
6186;администрация и управление;администрация и управление;;
5596;политика и общественная жизнь;политика и общественная жизнь;;
2879;администрация и управление;администрация и управление,политика и общественная жизнь;политика и общественная жизнь;
7139;администрация и управление;администрация и управление,образование;образование;
9599;политика и общественная жизнь;политика и общественная жизнь;;
2409;криминал;происшествия,криминал;происшествия;
3793;досуг, зрелища и развлечения,искусство и культура;досуг, зрелища и развлечения;;искусство и культура
99;досуг, зрелища и развлечения;досуг, зрелища и развлечения;;
2045;политика и общественная жизнь;политика и общественная жизнь;;
7187;политика и общественная жизнь;политика и общественная жизнь;;
504;политика и общественная жизнь;политика и общественная жизнь;;
4165;администрация и управление,экономика,криминал,бизнес,бизнес, коммерция, экономика, финансы;криминал;;бизнес,экономика,администрация и управление,бизнес, коммерция, экономика, финансы
5558;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,бизнес, коммерция, экономика, финансы;;экономика
5818;политика и общественная жизнь;политика и общественная жизнь;;
2118;криминал;политика и общественная жизнь;политика и общественная жизнь;криминал
3072;строительство и архитектура,строительство;частная жизнь;частная жизнь;строительство и архитектура,строительство
11494;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
7777;досуг, зрелища и развлечения;досуг, зрелища и развлечения;;
1365;право,политика и общественная жизнь;право;;политика и общественная жизнь
10444;политика и общественная жизнь;политика и общественная жизнь,право;право;
3075;дом и домашнее хозяйство;дом и домашнее хозяйство;;
11584;искусство и культура;искусство и культура;;
6397;здоровье и медицина;здоровье и медицина;;
9728;дом и домашнее хозяйство;дом и домашнее хозяйство;;
6834;строительство и архитектура,право,администрация и управление,строительство;администрация и управление,строительство,строительство и архитектура;;право
1067;строительство и архитектура,строительство;экономика;экономика;строительство и архитектура,строительство
94;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы
1345;техника;политика и общественная жизнь;политика и общественная жизнь;техника
2627;искусство и культура;искусство и культура;;
847;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика;;бизнес, коммерция, экономика, финансы
7631;транспорт,спорт;администрация и управление;администрация и управление;спорт,транспорт
5185;частная жизнь;частная жизнь;;
4410;спорт;частная жизнь;частная жизнь;спорт
9851;искусство и культура;искусство и культура;;
3057;политика и общественная жизнь;политика и общественная жизнь;;
8327;политика и общественная жизнь;политика и общественная жизнь;;
4719;здоровье и медицина;здоровье и медицина;;
5225;история;искусство и культура;искусство и культура;история
3777;образование;политика и общественная жизнь;политика и общественная жизнь;образование
5952;политика и общественная жизнь;политика и общественная жизнь;;
10922;политика и общественная жизнь;происшествия;происшествия;политика и общественная жизнь
7840;политика и общественная жизнь;политика и общественная жизнь;;
61;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
10258;наука и технологии;наука и технологии;;
3152;спорт;спорт;;
8878;администрация и управление,образование;политика и общественная жизнь,образование;политика и общественная жизнь;администрация и управление
10381;политика и общественная жизнь;политика и общественная жизнь;;
3366;политика и общественная жизнь;политика и общественная жизнь;;
1422;путешествия;политика и общественная жизнь;политика и общественная жизнь;путешествия
8551;экономика,бизнес,бизнес, коммерция, экономика, финансы;строительство,строительство и архитектура;строительство,строительство и архитектура;бизнес,экономика,бизнес, коммерция, экономика, финансы
279;природа;политика и общественная жизнь;политика и общественная жизнь;природа
9118;администрация и управление,сельское хозяйство,политика и общественная жизнь;администрация и управление;;политика и общественная жизнь,сельское хозяйство
3122;политика и общественная жизнь;политика и общественная жизнь;;
8572;здоровье и медицина;здоровье и медицина;;
582;происшествия;происшествия;;
5763;сельское хозяйство;сельское хозяйство;;
9163;досуг, зрелища и развлечения;досуг, зрелища и развлечения;;
6568;здоровье и медицина;здоровье и медицина;;
4411;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
10217;строительство и архитектура,строительство;строительство,строительство и архитектура;;
510;сельское хозяйство;сельское хозяйство;;
2388;политика и общественная жизнь;политика и общественная жизнь;;
1290;политика и общественная жизнь;политика и общественная жизнь;;
2067;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
6584;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
9597;досуг, зрелища и развлечения;досуг, зрелища и развлечения,образование;образование;
10037;астрономия,наука и технологии;наука и технологии;;астрономия
1750;образование;образование;;
11619;здоровье и медицина;здоровье и медицина;;
4614;религия;религия;;
4682;досуг, зрелища и развлечения;администрация и управление;администрация и управление;досуг, зрелища и развлечения
2161;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы
7711;политика и общественная жизнь;политика и общественная жизнь;;
689;политика и общественная жизнь;администрация и управление;администрация и управление;политика и общественная жизнь
851;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
2787;политика и общественная жизнь;политика и общественная жизнь;;
4319;администрация и управление,транспорт,спорт;транспорт,спорт;;администрация и управление
560;право;право;;
7873;политика и общественная жизнь;политика и общественная жизнь;;
7059;право,администрация и управление;бизнес,экономика,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;администрация и управление,право
8845;строительство и архитектура,строительство;строительство,строительство и архитектура;;
2517;спорт;спорт;;
9881;политика и общественная жизнь;политика и общественная жизнь;;
8888;строительство и архитектура,администрация и управление,строительство;администрация и управление,политика и общественная жизнь;политика и общественная жизнь;строительство и архитектура,строительство
5322;транспорт,спорт;техника;техника;спорт,транспорт
10512;здоровье и медицина;здоровье и медицина;;
11035;политика и общественная жизнь;политика и общественная жизнь;;
11647;администрация и управление,экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;администрация и управление
363;строительство и архитектура,история,наука и технологии,строительство;строительство;;наука и технологии,история,строительство и архитектура
10953;право,частная жизнь;криминал;криминал;частная жизнь,право
10303;здоровье и медицина;здоровье и медицина;;
8952;образование;образование;;
2690;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
5401;строительство и архитектура,право,строительство;политика и общественная жизнь;политика и общественная жизнь;строительство и архитектура,право,строительство
3397;здоровье и медицина;здоровье и медицина;;
6379;образование;образование;;
5375;право,администрация и управление;право;;администрация и управление
8882;право,криминал;криминал;;право
1537;спорт;спорт;;
7185;досуг, зрелища и развлечения;дом и домашнее хозяйство;дом и домашнее хозяйство;досуг, зрелища и развлечения
11352;здоровье и медицина;дом и домашнее хозяйство,здоровье и медицина;дом и домашнее хозяйство;
1227;спорт;спорт;;
9990;криминал;администрация и управление;администрация и управление;криминал
4045;политика и общественная жизнь;администрация и управление;администрация и управление;политика и общественная жизнь
8668;частная жизнь;частная жизнь;;
1383;политика и общественная жизнь;политика и общественная жизнь;;
11282;история,наука и технологии;наука и технологии,история;;
3962;политика и общественная жизнь;политика и общественная жизнь;;
2036;право;право;;
9450;политика и общественная жизнь;политика и общественная жизнь;;
8592;здоровье и медицина;здоровье и медицина;;
10859;криминал;частная жизнь;частная жизнь;криминал
7489;экономика,сельское хозяйство,бизнес,образование,бизнес, коммерция, экономика, финансы;образование;;бизнес,экономика,сельское хозяйство,бизнес, коммерция, экономика, финансы
8219;наука и технологии,образование;политика и общественная жизнь,образование;политика и общественная жизнь;наука и технологии
7084;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы
691;природа;природа;;
6483;искусство и культура;искусство и культура,частная жизнь,религия;частная жизнь,религия;
7861;криминал;криминал;;
329;политика и общественная жизнь;образование;образование;политика и общественная жизнь
3681;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
9488;искусство и культура;досуг, зрелища и развлечения;досуг, зрелища и развлечения;искусство и культура
4283;политика и общественная жизнь;политика и общественная жизнь;;
2076;право;криминал;криминал;право
3517;право,экономика,бизнес,бизнес, коммерция, экономика, финансы,политика и общественная жизнь;бизнес,бизнес, коммерция, экономика, финансы;;экономика,политика и общественная жизнь,право
7260;здоровье и медицина;здоровье и медицина;;
4355;наука и технологии;строительство;строительство;наука и технологии
8732;политика и общественная жизнь;политика и общественная жизнь;;
7331;политика и общественная жизнь;политика и общественная жизнь;;
9518;строительство и архитектура,история,наука и технологии,строительство;история;;наука и технологии,строительство и архитектура,строительство
6744;история,образование;искусство и культура;искусство и культура;история,образование
8036;здоровье и медицина,администрация и управление;здоровье и медицина;;администрация и управление
10572;администрация и управление;бизнес,экономика,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;администрация и управление
2885;происшествия;происшествия;;
10351;частная жизнь;частная жизнь;;
1013;криминал;криминал;;
9254;криминал;администрация и управление;администрация и управление;криминал
2631;строительство и архитектура,строительство;бизнес,экономика,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;строительство и архитектура,строительство
11075;право,политика и общественная жизнь;политика и общественная жизнь;;право
5576;политика и общественная жизнь;администрация и управление,сельское хозяйство;администрация и управление,сельское хозяйство;политика и общественная жизнь
3417;транспорт,спорт;строительство,транспорт,спорт;строительство;
8004;администрация и управление,политика и общественная жизнь;администрация и управление,политика и общественная жизнь;;
2786;криминал;криминал;;
4256;сельское хозяйство;экономика;экономика;сельское хозяйство
383;политика и общественная жизнь;политика и общественная жизнь;;
1515;политика и общественная жизнь;частная жизнь;частная жизнь;политика и общественная жизнь
4632;политика и общественная жизнь;политика и общественная жизнь,частная жизнь;частная жизнь;
8248;политика и общественная жизнь;политика и общественная жизнь;;
5990;строительство и архитектура,администрация и управление,строительство;администрация и управление;;строительство и архитектура,строительство
3351;здоровье и медицина;здоровье и медицина;;
6955;искусство и культура;искусство и культура;;
852;религия;политика и общественная жизнь,религия;политика и общественная жизнь;
1543;транспорт,спорт;политика и общественная жизнь,спорт;политика и общественная жизнь;транспорт
2272;частная жизнь;политика и общественная жизнь;политика и общественная жизнь;частная жизнь
9381;энергетика;наука и технологии,политика и общественная жизнь;наука и технологии,политика и общественная жизнь;энергетика
5069;политика и общественная жизнь;политика и общественная жизнь;;
4521;религия;религия;;
9763;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
4168;строительство и архитектура,строительство;спорт;спорт;строительство и архитектура,строительство
10190;досуг, зрелища и развлечения;досуг, зрелища и развлечения;;
8287;политика и общественная жизнь;политика и общественная жизнь;;
9701;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
1671;политика и общественная жизнь;политика и общественная жизнь;;
6553;право;политика и общественная жизнь,право;политика и общественная жизнь;
82;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
8154;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
271;политика и общественная жизнь;политика и общественная жизнь;;
6941;спорт;спорт;;
8174;частная жизнь,искусство и культура;искусство и культура;;частная жизнь
8498;политика и общественная жизнь;политика и общественная жизнь;;
2199;администрация и управление,техника;администрация и управление;;техника
7683;администрация и управление,политика и общественная жизнь;политика и общественная жизнь;;администрация и управление
7771;искусство и культура;искусство и культура;;
11789;политика и общественная жизнь;администрация и управление,политика и общественная жизнь;администрация и управление;
2405;здоровье и медицина;политика и общественная жизнь;политика и общественная жизнь;здоровье и медицина
10813;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,право,бизнес, коммерция, экономика, финансы;право;
2228;происшествия;происшествия;;
7485;энергетика;строительство,строительство и архитектура,энергетика;строительство,строительство и архитектура;
2519;дом и домашнее хозяйство;политика и общественная жизнь;политика и общественная жизнь;дом и домашнее хозяйство
7144;политика и общественная жизнь;криминал;криминал;политика и общественная жизнь
7289;политика и общественная жизнь;политика и общественная жизнь;;
6222;экономика,бизнес,бизнес, коммерция, экономика, финансы;экономика;;бизнес,бизнес, коммерция, экономика, финансы
2332;досуг, зрелища и развлечения;политика и общественная жизнь;политика и общественная жизнь;досуг, зрелища и развлечения
8224;право,политика и общественная жизнь;криминал,право;криминал;политика и общественная жизнь
10192;энергетика,экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;энергетика
3970;политика и общественная жизнь;политика и общественная жизнь;;
2099;политика и общественная жизнь;бизнес, коммерция, экономика, финансы;бизнес, коммерция, экономика, финансы;политика и общественная жизнь
4258;политика и общественная жизнь;политика и общественная жизнь;;
8591;искусство и культура;искусство и культура;;
9547;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,бизнес, коммерция, экономика, финансы;;экономика
3078;транспорт,криминал,спорт;криминал,право;право;спорт,транспорт
3602;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;
8265;администрация и управление;политика и общественная жизнь;политика и общественная жизнь;администрация и управление
7328;искусство и культура;искусство и культура;;
1803;спорт;спорт;;
11034;сельское хозяйство;сельское хозяйство;;
8937;частная жизнь;строительство,строительство и архитектура;строительство,строительство и архитектура;частная жизнь
7020;право,техника,экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;;техника,право
3408;образование;образование;;
7919;путешествия;путешествия;;
3523;политика и общественная жизнь;политика и общественная жизнь;;
11442;политика и общественная жизнь;администрация и управление,политика и общественная жизнь;администрация и управление;
9365;строительство и архитектура,строительство;экономика;экономика;строительство и архитектура,строительство
2533;природа,политика и общественная жизнь;политика и общественная жизнь;;природа
4;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы
10594;экономика,бизнес,бизнес, коммерция, экономика, финансы;бизнес,наука и технологии,экономика,бизнес, коммерция, экономика, финансы;наука и технологии;
933;техника;политика и общественная жизнь;политика и общественная жизнь;техника
269;политика и общественная жизнь;политика и общественная жизнь;;
8024;право,политика и общественная жизнь;политика и общественная жизнь;;право
10999;искусство и культура;искусство и культура;;
4501;природа;администрация и управление,природа;администрация и управление;
486;политика и общественная жизнь;политика и общественная жизнь;;
2901;экономика,бизнес,бизнес, коммерция, экономика, финансы;экономика;;бизнес,бизнес, коммерция, экономика, финансы
721;происшествия;происшествия;;
354;искусство и культура;искусство и культура;;
26;искусство и культура;экономика;экономика;искусство и культура
5021;экономика,криминал,бизнес,бизнес, коммерция, экономика, финансы;администрация и управление;администрация и управление;бизнес,экономика,криминал,бизнес, коммерция, экономика, финансы
8616;криминал;криминал;;
10401;криминал;криминал;;
7382;наука и технологии;наука и технологии;;
9967;история,наука и технологии;политика и общественная жизнь;политика и общественная жизнь;наука и технологии,история
6145;спорт;спорт;;
4318;происшествия;криминал;криминал;происшествия
6569;сельское хозяйство;сельское хозяйство;;
11623;политика и общественная жизнь;наука и технологии,досуг, зрелища и развлечения;наука и технологии,досуг, зрелища и развлечения;политика и общественная жизнь
9134;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;политика и общественная жизнь
3556;досуг, зрелища и развлечения;досуг, зрелища и развлечения,спорт;спорт;
9086;политика и общественная жизнь;политика и общественная жизнь,психология;психология;
4329;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь;политика и общественная жизнь;бизнес,экономика,бизнес, коммерция, экономика, финансы
2906;происшествия;происшествия;;
6651;транспорт,экономика,бизнес,бизнес, коммерция, экономика, финансы,спорт;бизнес;;спорт,транспорт,бизнес, коммерция, экономика, финансы,экономика
7333;природа;политика и общественная жизнь;политика и общественная жизнь;природа
3467;криминал;происшествия,криминал;происшествия;
6667;сельское хозяйство;сельское хозяйство;;
4489;политика и общественная жизнь;политика и общественная жизнь;;
3157;экология,экономика,бизнес,бизнес, коммерция, экономика, финансы;экономика;;бизнес,экология,бизнес, коммерция, экономика, финансы
5704;здоровье и медицина;техника;техника;здоровье и медицина
10321;криминал;криминал;;
11150;техника;наука и технологии,техника;наука и технологии;
1832;сельское хозяйство;сельское хозяйство;;
4893;здоровье и медицина;здоровье и медицина;;
11444;администрация и управление;бизнес,экономика,бизнес, коммерция, экономика, финансы;бизнес,экономика,бизнес, коммерция, экономика, финансы;администрация и управление
8299;экономика,бизнес,бизнес, коммерция, экономика, финансы;политика и общественная жизнь,право;политика и общественная жизнь,право;бизнес,экономика,бизнес, коммерция, экономика, финансы
